filepath;filename;solver;solve-time (ms);parse-time (ms);runtime (ms);IFC;inconsistent_formulas;atoms_valued_both
data\Dataset_A\sig10_15_25\srs_129.txt;srs_129.txt;ASP;10,44;0,66;11,09;18;['F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F17', 'F18', 'F19'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:f', 'A7:b', 'A8:t', 'A9:f']
data\Dataset_A\sig10_15_25\srs_129.txt;srs_129.txt;MaxSAT;0,00;1,00;1,00;18;['F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F17', 'F18', 'F19'];['A0:b', 'A1:b', 'A2:t', 'A3:b', 'A4:b', 'A5:b', 'A6:f', 'A7:b', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_13.txt;srs_13.txt;ASP;4,92;0,40;5,32;21;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20'];['A0:f', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_13.txt;srs_13.txt;MaxSAT;0,00;5,07;5,07;21;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20'];['A0:f', 'A1:b', 'A2:b', 'A3:t', 'A4:t', 'A5:t', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_130.txt;srs_130.txt;ASP;11,46;0,00;11,46;21;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F14', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22'];['A0:b', 'A1:t', 'A2:t', 'A3:b', 'A4:t', 'A5:b', 'A6:b', 'A7:b', 'A8:f', 'A9:b']
data\Dataset_A\sig10_15_25\srs_130.txt;srs_130.txt;MaxSAT;0,00;0,47;0,47;21;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F14', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22'];['A0:t', 'A1:t', 'A2:t', 'A3:b', 'A4:t', 'A5:b', 'A6:b', 'A7:b', 'A8:f', 'A9:b']
data\Dataset_A\sig10_15_25\srs_131.txt;srs_131.txt;ASP;8,73;0,00;8,73;13;['F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F15', 'F16'];['A0:t', 'A1:b', 'A2:b', 'A3:t', 'A4:b', 'A5:t', 'A6:t', 'A7:t', 'A8:t', 'A9:f']
data\Dataset_A\sig10_15_25\srs_131.txt;srs_131.txt;MaxSAT;0,00;0,00;0,00;13;['F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F15', 'F16'];['A0:t', 'A1:b', 'A2:b', 'A3:t', 'A4:b', 'A5:t', 'A6:t', 'A7:t', 'A8:t', 'A9:f']
data\Dataset_A\sig10_15_25\srs_132.txt;srs_132.txt;ASP;12,10;0,70;12,80;16;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F8', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17'];['A0:b', 'A1:t', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:t', 'A7:b', 'A8:t', 'A9:b']
data\Dataset_A\sig10_15_25\srs_132.txt;srs_132.txt;MaxSAT;0,00;1,50;1,50;16;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F8', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17'];['A0:b', 'A1:t', 'A2:b', 'A3:b', 'A4:b', 'A5:t', 'A6:t', 'A7:b', 'A8:t', 'A9:b']
data\Dataset_A\sig10_15_25\srs_133.txt;srs_133.txt;ASP;3,28;0,00;3,28;17;['F0', 'F1', 'F2', 'F3', 'F5', 'F6', 'F7', 'F8', 'F9', 'F11', 'F12', 'F13', 'F14', 'F15', 'F17', 'F19', 'F20'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:t', 'A8:f', 'A9:t']
data\Dataset_A\sig10_15_25\srs_133.txt;srs_133.txt;MaxSAT;0,00;1,05;1,05;17;['F0', 'F1', 'F2', 'F3', 'F5', 'F6', 'F7', 'F8', 'F9', 'F11', 'F12', 'F13', 'F14', 'F15', 'F17', 'F19', 'F20'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:t', 'A7:t', 'A8:f', 'A9:t']
data\Dataset_A\sig10_15_25\srs_134.txt;srs_134.txt;ASP;13,92;0,00;13,92;9;['F2', 'F4', 'F5', 'F7', 'F8', 'F10', 'F11', 'F15', 'F16'];['A0:t', 'A1:b', 'A2:b', 'A3:t', 'A4:t', 'A5:b', 'A6:t', 'A7:t', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_134.txt;srs_134.txt;MaxSAT;0,00;2,75;2,75;9;['F2', 'F4', 'F5', 'F7', 'F8', 'F10', 'F11', 'F15', 'F16'];['A0:t', 'A1:b', 'A2:b', 'A3:t', 'A4:t', 'A5:b', 'A6:t', 'A7:t', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_135.txt;srs_135.txt;ASP;10,03;0,00;10,03;19;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F15', 'F16', 'F17', 'F18', 'F19'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:f', 'A6:f', 'A7:b', 'A8:t', 'A9:b']
data\Dataset_A\sig10_15_25\srs_135.txt;srs_135.txt;MaxSAT;0,00;1,01;1,01;19;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F15', 'F16', 'F17', 'F18', 'F19'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:f', 'A5:f', 'A6:f', 'A7:b', 'A8:t', 'A9:b']
data\Dataset_A\sig10_15_25\srs_136.txt;srs_136.txt;ASP;13,48;1,30;14,78;24;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:t', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_136.txt;srs_136.txt;MaxSAT;0,00;2,10;2,10;24;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:t', 'A5:b', 'A6:b', 'A7:b', 'A8:f', 'A9:t']
data\Dataset_A\sig10_15_25\srs_137.txt;srs_137.txt;ASP;7,01;0,00;7,01;16;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_137.txt;srs_137.txt;MaxSAT;1,01;1,00;2,01;16;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15'];['A0:f', 'A1:b', 'A2:t', 'A3:b', 'A4:f', 'A5:b', 'A6:b', 'A7:t', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_138.txt;srs_138.txt;ASP;10,39;0,00;10,39;13;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F11', 'F12', 'F13', 'F14'];['A0:t', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:t', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_138.txt;srs_138.txt;MaxSAT;0,00;1,00;1,00;13;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F11', 'F12', 'F13', 'F14'];['A0:t', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:t', 'A6:t', 'A7:b', 'A8:b', 'A9:t']
data\Dataset_A\sig10_15_25\srs_139.txt;srs_139.txt;ASP;12,03;1,18;13,20;13;['F0', 'F1', 'F4', 'F5', 'F6', 'F8', 'F9', 'F10', 'F11', 'F13', 'F14', 'F15', 'F16'];['A0:t', 'A1:b', 'A2:t', 'A3:f', 'A4:b', 'A5:t', 'A6:b', 'A7:t', 'A8:f', 'A9:f']
data\Dataset_A\sig10_15_25\srs_139.txt;srs_139.txt;MaxSAT;0,00;0,72;0,72;13;['F0', 'F1', 'F4', 'F5', 'F6', 'F8', 'F9', 'F10', 'F11', 'F13', 'F14', 'F15', 'F16'];['A0:t', 'A1:b', 'A2:t', 'A3:f', 'A4:b', 'A5:t', 'A6:b', 'A7:t', 'A8:t', 'A9:f']
data\Dataset_A\sig10_15_25\srs_14.txt;srs_14.txt;ASP;16,07;0,00;16,07;8;['F1', 'F2', 'F3', 'F4', 'F7', 'F9', 'F10', 'F12'];['A0:t', 'A1:b', 'A2:t', 'A3:f', 'A4:t', 'A5:b', 'A6:t', 'A7:f', 'A8:t', 'A9:f']
data\Dataset_A\sig10_15_25\srs_14.txt;srs_14.txt;MaxSAT;0,00;1,03;1,03;8;['F1', 'F2', 'F3', 'F4', 'F7', 'F9', 'F10', 'F12'];['A0:t', 'A1:b', 'A2:t', 'A3:f', 'A4:t', 'A5:b', 'A6:t', 'A7:f', 'A8:t', 'A9:f']
data\Dataset_A\sig10_15_25\srs_140.txt;srs_140.txt;ASP;8,79;0,00;8,79;21;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:t']
data\Dataset_A\sig10_15_25\srs_140.txt;srs_140.txt;MaxSAT;0,00;1,00;1,00;21;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:f', 'A5:b', 'A6:t', 'A7:b', 'A8:t', 'A9:b']
data\Dataset_A\sig10_15_25\srs_141.txt;srs_141.txt;ASP;17,85;0,87;18,71;20;['F0', 'F2', 'F3', 'F4', 'F5', 'F6', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F21', 'F22'];['A0:b', 'A1:f', 'A2:b', 'A3:f', 'A4:f', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:t']
data\Dataset_A\sig10_15_25\srs_141.txt;srs_141.txt;MaxSAT;0,00;0,00;0,00;20;['F0', 'F2', 'F3', 'F4', 'F5', 'F6', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F21', 'F22'];['A0:t', 'A1:f', 'A2:b', 'A3:f', 'A4:f', 'A5:b', 'A6:b', 'A7:t', 'A8:b', 'A9:t']
data\Dataset_A\sig10_15_25\srs_142.txt;srs_142.txt;ASP;17,10;0,00;17,10;18;['F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19'];['A0:b', 'A1:b', 'A2:f', 'A3:b', 'A4:t', 'A5:b', 'A6:b', 'A7:t', 'A8:b', 'A9:t']
data\Dataset_A\sig10_15_25\srs_142.txt;srs_142.txt;MaxSAT;0,00;3,84;3,84;18;['F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19'];['A0:b', 'A1:b', 'A2:f', 'A3:b', 'A4:t', 'A5:b', 'A6:f', 'A7:t', 'A8:b', 'A9:t']
data\Dataset_A\sig10_15_25\srs_143.txt;srs_143.txt;ASP;9,40;0,00;9,40;10;['F0', 'F1', 'F2', 'F7', 'F10', 'F11', 'F12', 'F13', 'F14', 'F16'];['A0:t', 'A1:t', 'A2:f', 'A3:b', 'A4:t', 'A5:b', 'A6:t', 'A7:b', 'A8:f', 'A9:t']
data\Dataset_A\sig10_15_25\srs_143.txt;srs_143.txt;MaxSAT;1,13;0,00;1,13;10;['F0', 'F1', 'F2', 'F7', 'F10', 'F11', 'F12', 'F13', 'F14', 'F16'];['A0:t', 'A1:t', 'A2:f', 'A3:f', 'A4:t', 'A5:b', 'A6:t', 'A7:b', 'A8:f', 'A9:t']
data\Dataset_A\sig10_15_25\srs_144.txt;srs_144.txt;ASP;5,26;0,00;5,26;13;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F10', 'F11', 'F13', 'F15'];['A0:f', 'A1:b', 'A2:b', 'A3:b', 'A4:t', 'A5:f', 'A6:t', 'A7:b', 'A8:t', 'A9:b']
data\Dataset_A\sig10_15_25\srs_144.txt;srs_144.txt;MaxSAT;0,00;5,60;5,60;13;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F10', 'F11', 'F13', 'F15'];['A0:f', 'A1:b', 'A2:b', 'A3:b', 'A4:t', 'A5:f', 'A6:t', 'A7:b', 'A8:t', 'A9:b']
data\Dataset_A\sig10_15_25\srs_145.txt;srs_145.txt;ASP;4,30;0,39;4,69;15;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F15'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:t']
data\Dataset_A\sig10_15_25\srs_145.txt;srs_145.txt;MaxSAT;0,00;4,80;4,80;15;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F15'];['A0:t', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:t', 'A7:b', 'A8:b', 'A9:t']
data\Dataset_A\sig10_15_25\srs_146.txt;srs_146.txt;ASP;8,96;0,00;8,96;15;['F0', 'F2', 'F3', 'F4', 'F5', 'F6', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16'];['A0:f', 'A1:b', 'A2:b', 'A3:t', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:t']
data\Dataset_A\sig10_15_25\srs_146.txt;srs_146.txt;MaxSAT;0,00;0,87;0,87;15;['F0', 'F2', 'F3', 'F4', 'F5', 'F6', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16'];['A0:f', 'A1:b', 'A2:t', 'A3:t', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:t']
data\Dataset_A\sig10_15_25\srs_147.txt;srs_147.txt;ASP;10,96;0,00;10,96;14;['F0', 'F1', 'F2', 'F3', 'F4', 'F6', 'F7', 'F8', 'F9', 'F11', 'F12', 'F13', 'F14', 'F15'];['A0:f', 'A1:b', 'A2:b', 'A3:t', 'A4:t', 'A5:t', 'A6:b', 'A7:b', 'A8:b', 'A9:t']
data\Dataset_A\sig10_15_25\srs_147.txt;srs_147.txt;MaxSAT;0,00;0,49;0,49;14;['F0', 'F1', 'F2', 'F3', 'F4', 'F6', 'F7', 'F8', 'F9', 'F11', 'F12', 'F13', 'F14', 'F15'];['A0:f', 'A1:b', 'A2:b', 'A3:t', 'A4:t', 'A5:t', 'A6:f', 'A7:b', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_148.txt;srs_148.txt;ASP;16,34;1,00;17,34;22;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24'];['A0:b', 'A1:b', 'A2:t', 'A3:t', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:t']
data\Dataset_A\sig10_15_25\srs_148.txt;srs_148.txt;MaxSAT;0,00;1,49;1,49;22;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24'];['A0:b', 'A1:b', 'A2:t', 'A3:t', 'A4:t', 'A5:b', 'A6:b', 'A7:f', 'A8:b', 'A9:t']
data\Dataset_A\sig10_15_25\srs_149.txt;srs_149.txt;ASP;11,14;0,44;11,58;11;['F0', 'F1', 'F2', 'F3', 'F5', 'F6', 'F7', 'F9', 'F12', 'F13', 'F14'];['A0:b', 'A1:f', 'A2:b', 'A3:b', 'A4:f', 'A5:b', 'A6:t', 'A7:t', 'A8:b', 'A9:t']
data\Dataset_A\sig10_15_25\srs_149.txt;srs_149.txt;MaxSAT;0,00;0,00;0,00;11;['F0', 'F1', 'F2', 'F3', 'F5', 'F6', 'F7', 'F9', 'F12', 'F13', 'F14'];['A0:b', 'A1:f', 'A2:b', 'A3:b', 'A4:f', 'A5:b', 'A6:t', 'A7:t', 'A8:f', 'A9:t']
data\Dataset_A\sig10_15_25\srs_15.txt;srs_15.txt;ASP;7,86;1,02;8,88;24;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23'];['A0:b', 'A1:b', 'A2:t', 'A3:b', 'A4:b', 'A5:t', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_15.txt;srs_15.txt;MaxSAT;0,00;1,00;1,00;24;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23'];['A0:b', 'A1:b', 'A2:t', 'A3:b', 'A4:b', 'A5:t', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_150.txt;srs_150.txt;ASP;16,56;0,00;16,56;16;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F11', 'F15', 'F16', 'F17', 'F19', 'F20'];['A0:f', 'A1:f', 'A2:t', 'A3:b', 'A4:b', 'A5:f', 'A6:t', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_150.txt;srs_150.txt;MaxSAT;0,00;1,42;1,42;16;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F11', 'F15', 'F16', 'F17', 'F19', 'F20'];['A0:f', 'A1:f', 'A2:t', 'A3:b', 'A4:b', 'A5:f', 'A6:t', 'A7:t', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_151.txt;srs_151.txt;ASP;15,10;0,00;15,10;18;['F0', 'F2', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19'];['A0:f', 'A1:b', 'A2:t', 'A3:t', 'A4:b', 'A5:t', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_151.txt;srs_151.txt;MaxSAT;1,02;2,12;3,14;18;['F0', 'F2', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19'];['A0:t', 'A1:b', 'A2:t', 'A3:f', 'A4:b', 'A5:t', 'A6:t', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_152.txt;srs_152.txt;ASP;14,28;0,51;14,79;10;['F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F9', 'F11', 'F12'];['A0:t', 'A1:b', 'A2:b', 'A3:t', 'A4:t', 'A5:b', 'A6:t', 'A7:f', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_152.txt;srs_152.txt;MaxSAT;0,00;1,04;1,04;10;['F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F9', 'F11', 'F12'];['A0:t', 'A1:b', 'A2:b', 'A3:t', 'A4:t', 'A5:b', 'A6:t', 'A7:f', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_153.txt;srs_153.txt;ASP;13,84;0,52;14,36;21;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F22'];['A0:b', 'A1:t', 'A2:f', 'A3:b', 'A4:b', 'A5:b', 'A6:t', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_153.txt;srs_153.txt;MaxSAT;0,00;1,06;1,06;21;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F22'];['A0:b', 'A1:t', 'A2:f', 'A3:b', 'A4:f', 'A5:f', 'A6:t', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_154.txt;srs_154.txt;ASP;11,16;0,00;11,16;12;['F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F12', 'F13', 'F14', 'F15'];['A0:f', 'A1:f', 'A2:f', 'A3:t', 'A4:t', 'A5:t', 'A6:b', 'A7:t', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_154.txt;srs_154.txt;MaxSAT;0,52;1,06;1,58;12;['F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F12', 'F13', 'F14', 'F15'];['A0:t', 'A1:t', 'A2:t', 'A3:f', 'A4:t', 'A5:t', 'A6:b', 'A7:t', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_155.txt;srs_155.txt;ASP;15,39;0,52;15,91;23;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F10', 'F11', 'F12', 'F13', 'F14', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24'];['A0:b', 'A1:b', 'A2:t', 'A3:b', 'A4:b', 'A5:b', 'A6:f', 'A7:b', 'A8:b', 'A9:f']
data\Dataset_A\sig10_15_25\srs_155.txt;srs_155.txt;MaxSAT;0,54;1,57;2,12;23;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F10', 'F11', 'F12', 'F13', 'F14', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23', 'F24'];['A0:b', 'A1:b', 'A2:t', 'A3:b', 'A4:b', 'A5:b', 'A6:f', 'A7:b', 'A8:b', 'A9:f']
data\Dataset_A\sig10_15_25\srs_156.txt;srs_156.txt;ASP;18,58;0,54;19,12;20;['F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F17', 'F18', 'F19', 'F20', 'F23'];['A0:t', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:f', 'A7:b', 'A8:b', 'A9:t']
data\Dataset_A\sig10_15_25\srs_156.txt;srs_156.txt;MaxSAT;0,52;0,52;1,04;20;['F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F17', 'F18', 'F19', 'F20', 'F23'];['A0:t', 'A1:b', 'A2:b', 'A3:t', 'A4:b', 'A5:b', 'A6:f', 'A7:b', 'A8:t', 'A9:t']
data\Dataset_A\sig10_15_25\srs_157.txt;srs_157.txt;ASP;16,36;0,52;16,88;18;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F13', 'F15', 'F16', 'F17', 'F18', 'F19'];['A0:b', 'A1:b', 'A2:t', 'A3:b', 'A4:f', 'A5:f', 'A6:b', 'A7:b', 'A8:b', 'A9:t']
data\Dataset_A\sig10_15_25\srs_157.txt;srs_157.txt;MaxSAT;0,00;1,01;1,01;18;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F13', 'F15', 'F16', 'F17', 'F18', 'F19'];['A0:b', 'A1:b', 'A2:t', 'A3:b', 'A4:f', 'A5:f', 'A6:b', 'A7:b', 'A8:b', 'A9:t']
data\Dataset_A\sig10_15_25\srs_158.txt;srs_158.txt;ASP;17,13;0,00;17,13;20;['F0', 'F1', 'F2', 'F4', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22'];['A0:t', 'A1:b', 'A2:b', 'A3:f', 'A4:b', 'A5:f', 'A6:t', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_158.txt;srs_158.txt;MaxSAT;0,00;3,13;3,13;20;['F0', 'F1', 'F2', 'F4', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22'];['A0:t', 'A1:b', 'A2:b', 'A3:f', 'A4:b', 'A5:f', 'A6:t', 'A7:b', 'A8:b', 'A9:b']
data\Dataset_A\sig10_15_25\srs_159.txt;srs_159.txt;ASP;10,22;0,00;10,22;24;['F0', 'F1', 'F2', 'F3', 'F4', 'F5', 'F6', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13', 'F14', 'F15', 'F16', 'F17', 'F18', 'F19', 'F20', 'F21', 'F22', 'F23'];['A0:b', 'A1:b', 'A2:b', 'A3:b', 'A4:b', 'A5:b', 'A6:b', 'A7:b', 'A8:b', 'A9:b']
